"date","geoRegion","entries","pop","sumTotal","per100Persons","per100PersonsTotal","type","version","granularity"
2021-01-30,"ZG",0,127642,7371,0,5.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-31,"ZG",0,127642,7371,0,5.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-01,"ZG",70,127642,7441,0.05,5.83,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-02,"ZG",64,127642,7505,0.05,5.88,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-03,"ZG",141,127642,7646,0.11,5.99,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-04,"ZG",265,127642,7911,0.21,6.2,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-05,"ZG",161,127642,8072,0.13,6.32,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-06,"ZG",112,127642,8184,0.09,6.41,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-07,"ZG",120,127642,8304,0.09,6.51,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-08,"ZG",54,127642,8358,0.04,6.55,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-09,"ZG",221,127642,8579,0.17,6.72,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-10,"ZG",96,127642,8675,0.08,6.8,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-11,"ZG",90,127642,8765,0.07,6.87,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-12,"ZG",289,127642,9054,0.23,7.09,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-13,"ZG",277,127642,9331,0.22,7.31,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-14,"ZG",239,127642,9570,0.19,7.5,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-15,"ZG",234,127642,9804,0.18,7.68,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-16,"ZG",513,127642,10317,0.4,8.08,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-17,"ZG",727,127642,11044,0.57,8.65,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-18,"ZG",795,127642,11839,0.62,9.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-19,"ZG",802,127642,12641,0.63,9.9,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-20,"ZG",566,127642,13207,0.44,10.35,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-21,"ZG",571,127642,13778,0.45,10.79,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-24,"AG",NA,685845,12973,NA,1.89,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"AG",NA,685845,12973,NA,1.89,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"AG",NA,685845,12973,NA,1.89,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"AG",NA,685845,16730,NA,2.44,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"AG",NA,685845,16730,NA,2.44,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"AG",NA,685845,16730,NA,2.44,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"AG",NA,685845,16730,NA,2.44,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"AG",NA,685845,20034,NA,2.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"AG",NA,685845,20034,NA,2.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"AG",NA,685845,20034,NA,2.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"AG",NA,685845,24812,NA,3.62,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"AG",NA,685845,24812,NA,3.62,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"AG",NA,685845,24812,NA,3.62,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"AG",NA,685845,24812,NA,3.62,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"AG",NA,685845,28490,NA,4.15,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"AG",NA,685845,28490,NA,4.15,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"AG",NA,685845,28490,NA,4.15,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"AG",NA,685845,32736,NA,4.77,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"AG",NA,685845,32736,NA,4.77,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"AG",NA,685845,32736,NA,4.77,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"AG",NA,685845,32736,NA,4.77,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"AG",NA,685845,34163,NA,4.98,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"AG",NA,685845,34163,NA,4.98,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"AG",NA,685845,34163,NA,4.98,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"AG",NA,685845,41131,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"AG",NA,685845,41131,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"AG",NA,685845,41131,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"AG",NA,685845,41131,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"AG",NA,685845,46551,NA,6.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"BL",NA,289468,8315,NA,2.87,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"BL",NA,289468,8315,NA,2.87,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"BL",NA,289468,8315,NA,2.87,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"BL",NA,289468,9715,NA,3.36,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"BL",NA,289468,9715,NA,3.36,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"BL",NA,289468,9715,NA,3.36,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"BL",NA,289468,9715,NA,3.36,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"BL",NA,289468,11364,NA,3.93,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"BL",NA,289468,11364,NA,3.93,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"BL",NA,289468,11364,NA,3.93,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"BL",NA,289468,13740,NA,4.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"BL",NA,289468,13740,NA,4.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"BL",NA,289468,13740,NA,4.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"BL",NA,289468,13740,NA,4.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"BL",NA,289468,15321,NA,5.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"BL",NA,289468,15321,NA,5.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"BL",NA,289468,15321,NA,5.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"BL",NA,289468,17696,NA,6.11,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"BL",NA,289468,17696,NA,6.11,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"BL",NA,289468,17696,NA,6.11,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"BL",NA,289468,17696,NA,6.11,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"BL",NA,289468,19721,NA,6.81,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"BL",NA,289468,19721,NA,6.81,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"BL",NA,289468,19721,NA,6.81,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"BL",NA,289468,22603,NA,7.81,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"BL",NA,289468,22603,NA,7.81,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"BL",NA,289468,22603,NA,7.81,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"BL",NA,289468,22603,NA,7.81,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"BL",NA,289468,24733,NA,8.54,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"BS",NA,195844,10890,NA,5.56,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"BS",NA,195844,10890,NA,5.56,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"BS",NA,195844,10890,NA,5.56,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"BS",NA,195844,13204,NA,6.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"BS",NA,195844,13204,NA,6.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"BS",NA,195844,13204,NA,6.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"BS",NA,195844,13204,NA,6.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"BS",NA,195844,13754,NA,7.02,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"BS",NA,195844,13754,NA,7.02,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"BS",NA,195844,13754,NA,7.02,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"BS",NA,195844,14595,NA,7.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"BS",NA,195844,14595,NA,7.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"BS",NA,195844,14595,NA,7.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"BS",NA,195844,14595,NA,7.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"BS",NA,195844,14595,NA,7.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"BS",NA,195844,14595,NA,7.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"BS",NA,195844,14595,NA,7.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"BS",NA,195844,16443,NA,8.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"BS",NA,195844,16443,NA,8.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"BS",NA,195844,16443,NA,8.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"BS",NA,195844,16443,NA,8.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"BS",NA,195844,19137,NA,9.77,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"BS",NA,195844,19137,NA,9.77,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"BS",NA,195844,19137,NA,9.77,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"BS",NA,195844,20623,NA,10.53,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"BS",NA,195844,20623,NA,10.53,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"BS",NA,195844,20623,NA,10.53,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"BS",NA,195844,20623,NA,10.53,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"BS",NA,195844,20753,NA,10.6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"GL",NA,40590,1540,NA,3.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"GL",NA,40590,1540,NA,3.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"GL",NA,40590,1540,NA,3.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"GL",NA,40590,1960,NA,4.83,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"GL",NA,40590,1960,NA,4.83,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"GL",NA,40590,1960,NA,4.83,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"GL",NA,40590,1960,NA,4.83,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"GL",NA,40590,2330,NA,5.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"GL",NA,40590,2330,NA,5.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"GL",NA,40590,2330,NA,5.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"GL",NA,40590,2635,NA,6.49,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"GL",NA,40590,2635,NA,6.49,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"GL",NA,40590,2635,NA,6.49,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"GL",NA,40590,2635,NA,6.49,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"GL",NA,40590,2815,NA,6.94,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"GL",NA,40590,2815,NA,6.94,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"GL",NA,40590,2815,NA,6.94,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"GL",NA,40590,3126,NA,7.7,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"GL",NA,40590,3126,NA,7.7,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"GL",NA,40590,3126,NA,7.7,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"GL",NA,40590,3126,NA,7.7,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"GL",NA,40590,3313,NA,8.16,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"GL",NA,40590,3313,NA,8.16,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"GL",NA,40590,3313,NA,8.16,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"GL",NA,40590,3451,NA,8.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"GL",NA,40590,3451,NA,8.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"GL",NA,40590,3451,NA,8.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"GL",NA,40590,3451,NA,8.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"GL",NA,40590,3666,NA,9.03,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"GR",NA,199021,4316,NA,2.17,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"GR",NA,199021,4316,NA,2.17,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"GR",NA,199021,4316,NA,2.17,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"GR",NA,199021,5905,NA,2.97,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"GR",NA,199021,5905,NA,2.97,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"GR",NA,199021,5905,NA,2.97,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"GR",NA,199021,5905,NA,2.97,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"GR",NA,199021,7339,NA,3.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"GR",NA,199021,7339,NA,3.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"GR",NA,199021,7339,NA,3.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"GR",NA,199021,8600,NA,4.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"GR",NA,199021,8600,NA,4.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"GR",NA,199021,8600,NA,4.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"GR",NA,199021,8600,NA,4.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"GR",NA,199021,9521,NA,4.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"GR",NA,199021,9521,NA,4.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"GR",NA,199021,9521,NA,4.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"GR",NA,199021,11662,NA,5.86,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"GR",NA,199021,11662,NA,5.86,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"GR",NA,199021,11662,NA,5.86,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"GR",NA,199021,11662,NA,5.86,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"GR",NA,199021,13264,NA,6.66,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"GR",NA,199021,13264,NA,6.66,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"GR",NA,199021,13264,NA,6.66,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"GR",NA,199021,15422,NA,7.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"GR",NA,199021,15422,NA,7.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"GR",NA,199021,15422,NA,7.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"GR",NA,199021,15422,NA,7.75,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"GR",NA,199021,16582,NA,8.33,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"JU",NA,73584,2032,NA,2.76,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"JU",NA,73584,2032,NA,2.76,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"JU",NA,73584,2032,NA,2.76,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"JU",NA,73584,2642,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"JU",NA,73584,2642,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"JU",NA,73584,2642,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"JU",NA,73584,2642,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"JU",NA,73584,2792,NA,3.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"JU",NA,73584,2792,NA,3.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"JU",NA,73584,2792,NA,3.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"JU",NA,73584,3411,NA,4.64,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"JU",NA,73584,3411,NA,4.64,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"JU",NA,73584,3411,NA,4.64,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"JU",NA,73584,3411,NA,4.64,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"JU",NA,73584,3859,NA,5.24,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"JU",NA,73584,3859,NA,5.24,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"JU",NA,73584,3859,NA,5.24,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"JU",NA,73584,4323,NA,5.87,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"JU",NA,73584,4323,NA,5.87,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"JU",NA,73584,4323,NA,5.87,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"JU",NA,73584,4323,NA,5.87,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"JU",NA,73584,4748,NA,6.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"JU",NA,73584,4748,NA,6.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"JU",NA,73584,4748,NA,6.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"JU",NA,73584,5554,NA,7.55,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"JU",NA,73584,5554,NA,7.55,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"JU",NA,73584,5554,NA,7.55,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"JU",NA,73584,5554,NA,7.55,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"JU",NA,73584,6065,NA,8.24,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"LU",NA,413120,11241,NA,2.72,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"LU",NA,413120,11241,NA,2.72,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"LU",NA,413120,11241,NA,2.72,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"LU",NA,413120,15337,NA,3.71,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"LU",NA,413120,15337,NA,3.71,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"LU",NA,413120,15337,NA,3.71,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"LU",NA,413120,15337,NA,3.71,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"LU",NA,413120,18076,NA,4.38,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"LU",NA,413120,18076,NA,4.38,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"LU",NA,413120,18076,NA,4.38,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"LU",NA,413120,21035,NA,5.09,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"LU",NA,413120,21035,NA,5.09,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"LU",NA,413120,21035,NA,5.09,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"LU",NA,413120,21035,NA,5.09,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"LU",NA,413120,21315,NA,5.16,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"LU",NA,413120,21315,NA,5.16,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"LU",NA,413120,21315,NA,5.16,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"LU",NA,413120,24473,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"LU",NA,413120,24473,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"LU",NA,413120,24473,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"LU",NA,413120,24473,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"LU",NA,413120,25046,NA,6.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"LU",NA,413120,25046,NA,6.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"LU",NA,413120,25046,NA,6.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"LU",NA,413120,26421,NA,6.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"LU",NA,413120,26421,NA,6.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"LU",NA,413120,26421,NA,6.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"LU",NA,413120,26421,NA,6.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"LU",NA,413120,30305,NA,7.34,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"NE",NA,176496,2585,NA,1.46,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"NE",NA,176496,2585,NA,1.46,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"NE",NA,176496,2585,NA,1.46,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"NE",NA,176496,3852,NA,2.18,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"NE",NA,176496,3852,NA,2.18,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"NE",NA,176496,3852,NA,2.18,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
